"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR","pop100km","pop50km","pop25km"
"7448",2009,"18-Apr-09","Maha`ulepu","USA-HI",21.8898,-159.415,1.5,"Bleaching (% of population)",15,"ERG123",0,296.73,67091.0001933007,66921.0001931931,45577.6443789001,"Non MPA",NA,59270.6014612691,59120.4173528493,44127.7219279492
"7449",2009,"21-Feb-09","Prince Kuhio Beach, Ho'ai Bay","USA-HI",21.8811,-159.474,2,"Bleaching (% of population)",15,"ERG123",0,296.613333333333,67091.0001933007,66921.0001931931,43155.7156113381,"Non MPA",NA,59270.6014612691,59120.4173528493,37470.5183583661
"7455",2009,"13-Jun-09","Ke'e Beach","USA-HI",22.2208,-159.585,1.5,"Bleaching (% of population)",0,"ERG123",2.52,298.91,67091.0001933007,66921.0001931931,8294.93588294089,"Non MPA",NA,59270.6014612691,59120.4173528493,7103.45979116929
"7476",2009,"20-Oct-09","Habelein Island","Oman",26.1625,56.3553,6,"Bleaching (% of population)",0,"ERG005",4.53,302.92,516415.127509323,64289.8425738811,21622.4129469395,"Non MPA",NA,576459.831948835,61159.0996852778,23252.5198163949
"7477",2009,"20-Oct-09","Habelein Island","Oman",26.1625,56.3553,8,"Bleaching (% of population)",0,"ERG005",4.53,302.92,516415.127509323,64289.8425738811,21622.4129469395,"Non MPA",NA,576459.831948835,61159.0996852778,23252.5198163949
"7497",2009,"21-Oct-09","Ra's Shuraytas","Oman",26.3844,56.3794,5,"Bleaching (% of population)",0,"ERG005",1.03,303.35,429959.293013879,28761.0247478485,3983.88066649437,"Non MPA",NA,665360.58168098,30723.1281957515,5976.15908301249
"7498",2009,"21-Oct-09","Ra's Shuraytas","Oman",26.3844,56.3794,8.5,"Bleaching (% of population)",2,"ERG005",1.03,303.35,429959.293013879,28761.0247478485,3983.88066649437,"Non MPA",NA,665360.58168098,30723.1281957515,5976.15908301249
"7503",2009,"21-Oct-09","Pipi Beach","Oman",26.375,56.3836,2.5,"Bleaching (% of population)",0,"ERG005",1.03,303.35,428137.999541589,31068.6117312908,3983.88066649437,"Non MPA",NA,651105.366183277,31399.8839383461,7174.62141830102
"7504",2009,"21-Oct-09","Pipi Beach","Oman",26.375,56.3836,10,"Bleaching (% of population)",0,"ERG005",1.03,303.35,428137.999541589,31068.6117312908,3983.88066649437,"Non MPA",NA,651105.366183277,31399.8839383461,7174.62141830102
"7518",2009,"21-Oct-09","Coral Garden","Oman",26.3758,56.4164,3,"Bleaching (% of population)",0,"ERG005",1.12,303.35,431679.042556801,26928.3319461346,3538.7842335701,"Non MPA",NA,647736.022673097,28859.1558096744,3791.34807765856
"7519",2009,"21-Oct-09","Coral Garden","Oman",26.3758,56.4164,10,"Bleaching (% of population)",0,"ERG005",1.12,303.35,431679.042556801,26928.3319461346,3538.7842335701,"Non MPA",NA,647736.022673097,28859.1558096744,3791.34807765856
"7527",2009,"22-Oct-09","Eagle Bay","Oman",26.3819,56.4183,2.5,"Bleaching (% of population)",0,"ERG005",1.12,303.35,430220.55944828,25791.7244935036,3393.10381364822,"Non MPA",NA,657059.562729415,27740.981547419,3346.8655010201
"7528",2009,"22-Oct-09","Eagle Bay","Oman",26.3819,56.4183,11,"Bleaching (% of population)",0,"ERG005",1.12,303.35,430220.55944828,25791.7244935036,3393.10381364822,"Non MPA",NA,657059.562729415,27740.981547419,3346.8655010201
"7536",2009,"28-Oct-09","Gargoyle Cliffs","Oman",26.0836,56.4242,3,"Bleaching (% of population)",0,"ERG005",9.72,303.2,552268.377134413,68207.9281146526,18893.1260945797,"Non MPA",NA,613970.867809709,64589.9985115789,18769.7834968641
"7537",2009,"28-Oct-09","Gargoyle Cliffs","Oman",26.0836,56.4242,6.5,"Bleaching (% of population)",0,"ERG005",9.72,303.2,552268.377134413,68207.9281146526,18893.1260945797,"Non MPA",NA,613970.867809709,64589.9985115789,18769.7834968641
"7547",2009,"23-Oct-09","Snapper's Tragedy","Oman",26.2303,56.4358,2.2,"Bleaching (% of population)",0,"ERG005",6.342,303.862,420521.731444671,47498.7152087688,11366.2497003078,"Non MPA",NA,470814.827706266,46160.7478995435,17952.1878554709
"7548",2009,"23-Oct-09","Snapper's Tragedy","Oman",26.2303,56.4358,8.5,"Bleaching (% of population)",0,"ERG005",6.342,303.862,420521.731444671,47498.7152087688,11366.2497003078,"Non MPA",NA,470814.827706266,46160.7478995435,17952.1878554709
"7553",2009,"22-Oct-09","Horse Island","Oman",26.3656,56.4522,3.2,"Bleaching (% of population)",0,"ERG005",8.12,303.8,423939.724160864,25941.9076447487,3698.53058576584,"Non MPA",NA,636522.939750593,26533.4302133061,3264.5920865126
"7554",2009,"22-Oct-09","Horse Island","Oman",26.3656,56.4522,10,"Bleaching (% of population)",0,"ERG005",8.12,303.8,423939.724160864,25941.9076447487,3698.53058576584,"Non MPA",NA,636522.939750593,26533.4302133061,3264.5920865126
"7558",2009,"30-Oct-09","Ballerina Cliffs","Oman",26.3284,56.4606,3,"Bleaching (% of population)",0,"ERG005",10.29,302.8,409376.261659338,31599.3948886395,4253.84166288376,"Non MPA",NA,563940.172824662,30296.9109581448,4412.85981060937
"7559",2009,"30-Oct-09","Ballerina Cliffs","Oman",26.3284,56.4606,7.5,"Bleaching (% of population)",0,"ERG005",10.29,302.8,409376.261659338,31599.3948886395,4253.84166288376,"Non MPA",NA,563940.172824662,30296.9109581448,4412.85981060937
"7576",2009,"29-Oct-09","Grouper's Escape","Oman",26.1892,56.4713,2.5,"Bleaching (% of population)",0,"ERG005",11.42,301.92,443717.031277375,49233.3639934063,11550.5332746506,"Non MPA",NA,507067.183254775,46535.7376203649,14764.6530662961
"7577",2009,"29-Oct-09","Grouper's Escape","Oman",26.1892,56.4713,7.5,"Bleaching (% of population)",0,"ERG005",11.42,301.92,443717.031277375,49233.3639934063,11550.5332746506,"Non MPA",NA,507067.183254775,46535.7376203649,14764.6530662961
"7579",2009,"28-Oct-09","Osprey Point","Oman",26.1322,56.4738,3.2,"Bleaching (% of population)",0,"ERG005",5.47,302.23,486568.716275305,54932.6692569256,13202.2395246029,"Non MPA",NA,554251.988176759,51202.1254090928,14448.0768938884
"7580",2009,"28-Oct-09","Osprey Point","Oman",26.1322,56.4738,9,"Bleaching (% of population)",0,"ERG005",5.47,302.23,486568.716275305,54932.6692569256,13202.2395246029,"Non MPA",NA,554251.988176759,51202.1254090928,14448.0768938884
"7584",2009,"29-Oct-09","Khesa","Oman",26.2311,56.4822,2.5,"Bleaching (% of population)",0,"ERG005",8.1,301.96,416780.532621579,41141.8008105755,7685.17942404747,"Non MPA",NA,459933.372631598,40453.8153073303,10488.8122799285
"7585",2009,"29-Oct-09","Khesa","Oman",26.2311,56.4822,7.5,"Bleaching (% of population)",0,"ERG005",8.1,301.96,416780.532621579,41141.8008105755,7685.17942404747,"Non MPA",NA,459933.372631598,40453.8153073303,10488.8122799285
"8483",2009,"20-Nov-09","Sueste","Brazil",-3.86817,-32.4227,1.6,"Bleaching (% of population)",0,"ERG144",0,299.6925,2629.99995422363,2629.99995422363,2629.99995422363,"MPA",2001,2565.57809180021,2565.57809180021,2565.57809180021
"8487",2009,"23-Nov-09","Laje Dois Irmaos Funda","Brazil",-3.84583,-32.4417,23,"Bleaching (% of population)",0,"ERG144",0,299.6925,2629.99995422363,2629.99995422363,2629.99995422363,"MPA",2018,2565.57809180021,2565.57809180021,2565.57809180021
"8488",2009,"22-Nov-09","Laje do Sancho Rasa","Brazil",-3.85328,-32.4448,9,"Bleaching (% of population)",0,"ERG144",0,299.6925,2629.99995422363,2629.99995422363,2629.99995422363,"MPA",2001,2565.57809180021,2565.57809180021,2565.57809180021
"8491",2009,"22-Nov-09","Laje Funda do Sancho","Brazil",-3.85092,-32.4455,10,"Bleaching (% of population)",0,"ERG144",0,299.6925,2629.99995422363,2629.99995422363,2629.99995422363,"MPA",2001,2565.57809180021,2565.57809180021,2565.57809180021
"8493",2009,"22-Nov-09","Ze Ramos I","Brazil",-3.854,-32.4473,14,"Bleaching (% of population)",0,"ERG144",0,299.6925,2629.99995422363,2629.99995422363,2629.99995422363,"MPA",2001,2565.57809180021,2565.57809180021,2565.57809180021
"8494",2009,"23-Nov-09","Ze Ramos II","Brazil",-3.85433,-32.4476,17,"Bleaching (% of population)",0,"ERG144",0,299.6925,2629.99995422363,2629.99995422363,2629.99995422363,"MPA",2001,2565.57809180021,2565.57809180021,2565.57809180021
"8498",2009,"21-Nov-09","Laje Dois Irmaos Rasa","Brazil",-3.8435,-32.4409,19,"Bleaching (% of population)",0,"ERG144",0,299.6925,2629.99995422363,2629.99995422363,2629.99995422363,"MPA",2018,2565.57809180021,2565.57809180021,2565.57809180021
"8537",2009,"17-Dec-09","Chapeirao da Barracuda","Brazil",-17.9813,-38.6606,11,"Bleaching (% of population)",0,"ERG144",2.57,300.78,63148.1714446386,9.99999976158142,9.99999976158142,"MPA",1983,63208.2066808678,9.93620397150517,9.93620397150517
"8538",2009,"17-Dec-09","Chapeirao Abrolhos","Brazil",-17.9774,-38.6714,6.5,"Bleaching (% of population)",0,"ERG144",5.08,300.85,63953.9606635412,9.99999976158142,9.99999976158142,"MPA",1983,63835.5590964295,9.93620397150517,9.93620397150517
"8539",2009,"16-Dec-09","Chapeirao da Debora","Brazil",-17.9703,-38.6718,9,"Bleaching (% of population)",0,"ERG144",5.08,300.85,64434.9342200598,9.99999976158142,9.99999976158142,"MPA",1983,64204.6831757762,9.93620397150517,9.93620397150517
"8540",2009,"07-Jun-09","Portinho Norte","Brazil",-17.9625,-38.6956,3,"Bleaching (% of population)",3,"ERG144",2.77,298.42,65416.9058406195,9.99999976158142,9.99999976158142,"MPA",1983,65308.4713774184,9.93620397150517,9.93620397150517
"8541",2009,"15-Dec-09","Portinho Norte","Brazil",-17.9625,-38.6956,4,"Bleaching (% of population)",0,"ERG144",6.13,299.17,65416.9058406195,9.99999976158142,9.99999976158142,"MPA",1983,65308.4713774184,9.93620397150517,9.93620397150517
"8542",2009,"11-Jun-09","Portinho Sul","Brazil",-17.9637,-38.6996,4,"Bleaching (% of population)",4,"ERG144",2.77,298.5,65821.7475650152,9.99999976158142,9.99999976158142,"MPA",1983,65407.3394582132,9.93620397150517,9.93620397150517
"8543",2009,"14-Dec-09","Lingua da Siriba","Brazil",-17.9694,-38.7124,9,"Bleaching (% of population)",0,"ERG144",6.13,299.2,66957.1230892679,9.99999976158142,9.99999976158142,"MPA",1983,65752.8251684466,9.93620397150517,9.93620397150517
"8544",2009,"18-Dec-09","Mato Verde","Brazil",-17.9642,-38.7136,4.5,"Bleaching (% of population)",0,"ERG144",5.11,300.66,67430.6920399209,9.99999976158142,9.99999976158142,"MPA",1983,65912.7745739976,9.93620397150517,9.93620397150517
"8545",2009,"12-Jun-09","Lingua da Siriba II","Brazil",-17.9709,-38.7152,6,"Bleaching (% of population)",0,"ERG144",1.72,298.38,66957.1230892679,9.99999976158142,9.99999976158142,"MPA",1983,65841.328583763,9.93620397150517,9.93620397150517
"8552",2009,"15-Dec-09","Chapeirao do Pierre","Brazil",-17.9627,-38.6702,13,"Bleaching (% of population)",0,"ERG144",6.13,299.17,64467.0020491919,9.99999976158142,9.99999976158142,"MPA",1983,64391.5986274369,9.93620397150517,9.93620397150517
"8553",2009,"12-Jun-09","Lingua da Siriba I","Brazil",-17.9688,-38.7142,3,"Bleaching (% of population)",0,"ERG144",1.72,298.38,67012.7164234659,9.99999976158142,9.99999976158142,"MPA",1983,65836.6442234078,9.93620397150517,9.93620397150517
"8554",2009,"27-Jun-09","Mckays Reef","USA-FL",26.1267,-80.0943,6,"Bleaching (% of population)",0,"ERG141",3.4025,301.805,5574297.26432588,3951785.4795092,1734262.08154297,"Non MPA",NA,5515848.00470259,3869396.4540033,1716881.20045516
"8565",2009,"01-Dec-09","Pirates Bay","Trinidad & Tobago",11.3332,-60.5562,10,"Bleaching (% of population)",90,"ERG138",0,300.45,140012.575583272,60213.8689556122,34897.7177562714,"Non MPA",NA,82291.6754608862,59562.6982781067,28894.8554970399
"8566",2009,"03-Dec-09","Pirates Bay","Trinidad & Tobago",11.3332,-60.5562,5.5,"Bleaching (% of population)",90,"ERG138",0,301.01,140012.575583272,60213.8689556122,34897.7177562714,"Non MPA",NA,82291.6754608862,59562.6982781067,28894.8554970399
"8573",2009,"12-Feb-09","Rachette Point","St Lucia",13.8583,-61.0667,5,"Bleaching (% of population)",0,"ERG138",0.693333333333333,299.6,620094.046488024,165596.000519291,152205.443603039,"MPA",0,623043.223522812,164648.758380204,153203.972846806
"8574",2009,"12-Feb-09","Rachette Point","St Lucia",13.8583,-61.0667,10,"Bleaching (% of population)",5,"ERG138",0.693333333333333,299.6,620094.046488024,165596.000519291,152205.443603039,"MPA",0,623043.223522812,164648.758380204,153203.972846806
"8577",2009,"08-Jun-09","Aquarium - Indiana","France",16.2399,-61.2852,12,"Bleaching (% of population)",0,"ERG138",0,300.47,445957.338460445,355606.179522038,128684.423413277,"MPA",2010,438382.802175775,337871.981148332,141132.488756254
"8593",2009,"16-Aug-09","Solomon Reef Site B","Dominica",15.2727,-61.3754,10.1,"Bleaching (% of population)",0,"ERG138",2.65,301.82,543543.49263972,71552.6883532405,54620.1768385768,"Non MPA",NA,539312.277364396,71653.4177607298,53907.9501160383
"8596",2009,"16-Aug-09","Solomon Reef Site A","Dominica",15.2694,-61.3766,10.2,"Bleaching (% of population)",0,"ERG138",2.65,301.82,540570.281213939,71552.6883532405,54620.1768385768,"Non MPA",NA,540631.984011315,71753.82886374,53599.3501032591
"8612",2009,"12-Feb-09","Superman's Flight","St Lucia",13.8383,-61.065,5,"Bleaching (% of population)",0,"ERG138",0.693333333333333,299.6,619023.123880602,165839.532013431,150771.25148344,"MPA",0,611474.320700824,164648.758380204,145597.123499215
"8613",2009,"12-Feb-09","Superman's Flight","St Lucia",13.8383,-61.065,10,"Bleaching (% of population)",0,"ERG138",0.693333333333333,299.6,619023.123880602,165839.532013431,150771.25148344,"MPA",0,611474.320700824,164648.758380204,145597.123499215
"8615",2009,"23-Apr-09","Port Louis, Pointe des Mangles","France",16.4312,-61.5429,12,"Bleaching (% of population)",8,"ERG138",0,299.6,500961.216547489,367865.745051861,206432.326162815,"MPA",2010,500288.663291551,354151.237985335,210574.972246684
"8630",2009,"11-Feb-09","Grande Caille","St Lucia",13.8617,-61.075,5,"Bleaching (% of population)",0,"ERG138",0.693333333333333,299.6,620094.046488024,165596.000519291,152159.823993206,"MPA",0,626835.435937554,164648.758380204,152922.745737374
"8631",2009,"11-Feb-09","Grande Caille","St Lucia",13.8617,-61.075,10,"Bleaching (% of population)",0,"ERG138",0.693333333333333,299.6,620094.046488024,165596.000519291,152159.823993206,"MPA",0,626835.435937554,164648.758380204,152922.745737374
"8649",2009,"24-May-09","Pointe de la Baleine","Martinique",14.5211,-61.0962,11,"Bleaching (% of population)",2,"ERG138",0,300.75,605803.411466077,400693.912697077,304465.875419617,"MPA",2010,604799.060131103,397503.084229231,312329.346696734
"8661",2009,"29-Jun-09","Rendezvous Bay Reef","Montserrat",16.8098,-62.207,11,"Bleaching (% of population)",0,"ERG138",1.12,300.84,379706.033249795,34275.1521072388,4877.10105133057,"Non MPA",NA,378364.239778087,18335.7052515969,4832.61170711368
"8662",2009,"30-Jun-09","Power Station","Montserrat",16.7914,-62.2165,13,"Bleaching (% of population)",0,"ERG138",1.12,300.84,390391.061280191,16627.0267105103,4877.10105133057,"Non MPA",NA,385790.41032242,11424.1877655014,4832.61170711368
"8677",2009,"16-Mar-09","Mushroom Garden Line 1","Netherlands Antilles",17.4628,-62.9775,16,"Bleaching (% of population)",0,"ERG138",0,298.5275,147952.528801404,47896.0826796889,15457.9958076477,"MPA",1996,145820.611577656,46042.7129096091,16359.4726299942
"8679",2009,"03-Mar-09","Barracuda Reef Line 1","Netherlands Antilles",17.4669,-62.9908,16,"Bleaching (% of population)",0,"ERG138",0,298.79125,147952.528801404,47228.9776992202,15001.7641487122,"MPA",1996,145820.611577656,45210.2884940207,14746.6033606231
"8686",2009,"19-May-09","Twin Sisters","Netherlands Antilles",17.5169,-63.0058,15,"Bleaching (% of population)",0,"ERG138",0,300.54,147952.528801404,52809.5407466888,10781.4627571106,"MPA",1996,145820.611577656,52230.1362767518,9580.74325224757
"8688",2009,"16-Jun-09","Le Gallion Bowl","France",18.0713,-63.0101,5,"Bleaching (% of population)",0,"ERG138",0.48,300.882,129519.404782735,90022.3490586504,81695.463245891,"MPA",2010,131974.632060025,88870.8960587941,81805.797173582
"8705",2009,"21-May-09","Bronco Billy","BVI",18.4933,-64.4603,10,"Bleaching (% of population)",0,"ERG138",0,300.38,133319.985051634,51470.4614787512,24546.3842394166,"MPA",0,135541.801676839,51519.6580526512,25175.5275277775
"8728",2009,"13-May-09","Diamond Reef","BVI",18.7717,-64.878,3,"Bleaching (% of population)",15,"ERG138",0,299.23,146218.490925401,61340.3268455975,NA,"Non MPA",NA,149070.773719258,71497.8403395638,NA
"8729",2009,"13-May-09","Diamond Reef","BVI",18.7717,-64.878,10,"Bleaching (% of population)",8,"ERG138",0,299.23,146218.490925401,61340.3268455975,NA,"Non MPA",NA,149070.773719258,71497.8403395638,NA
"8786",2009,"09-Aug-09","Barrier Bajo del Negro 2, Miches","Dominican Republic",18.9871,-68.7977,7,"Bleaching (% of population)",0,"ERG138",2.5925,301.1725,1154549.62739369,254528.736769676,39329.5789039135,"Non MPA",NA,1090873.01091004,271511.286582753,20711.5703456849
"8787",2009,"09-Aug-09","Los Negros 3, Miches","Dominican Republic",18.987,-68.805,7,"Bleaching (% of population)",0,"ERG138",2.5925,301.1725,1164052.90168568,257621.340987206,40196.3219459057,"Non MPA",NA,1097860.18794347,271562.682674691,22161.6349248141
"8790",2009,"10-May-09","Bayahibe/Dominicus","Dominican Republic",18.3427,-68.8326,16,"Bleaching (% of population)",0,"ERG138",0,300.85,1366434.39189802,628382.957523823,222864.402479172,"MPA",2009,1238265.71797355,550358.916274572,246795.253912816
"8791",2009,"12-Dec-09","Limon Seaward","Dominican Republic",19.0071,-68.8404,9.7,"Bleaching (% of population)",65,"ERG138",2.8,300.53,1215451.82132527,244844.737029076,34097.6502540112,"Non MPA",NA,1131819.69566242,260678.150433168,24482.7994441241
"8812",2009,"13-Dec-09","Guaco Seaward","Dominican Republic",19.0243,-68.8889,9.7,"Bleaching (% of population)",25,"ERG138",2.93,300.29,1247047.70694539,232401.778529882,35381.387566328,"Non MPA",NA,1219063.44022049,237509.199862584,24621.2244595289
"8814",2009,"10-Aug-09","Guaco Coastal","Dominican Republic",19.0188,-68.8981,7,"Bleaching (% of population)",8,"ERG138",3.18,299.89,1272784.48135945,236771.593898535,36446.7830741405,"Non MPA",NA,1238878.53465064,249232.413829669,26205.2405184805
"8815",2009,"13-Dec-09","Guaco Coastal","Dominican Republic",19.0188,-68.8981,9.7,"Bleaching (% of population)",25,"ERG138",2.93,300.29,1272784.48135945,236771.593898535,36446.7830741405,"Non MPA",NA,1238878.53465064,249232.413829669,26205.2405184805
"8817",2009,"05-Dec-09","Bajo Punta Rey Seaward","Dominican Republic",19.0544,-68.9616,13.2,"Bleaching (% of population)",400,"ERG138",6.16,301.01,1377940.83602044,224383.664516211,31305.184088707,"MPA",2004,1336852.13640746,187192.724115357,24703.5957324803
"8818",2009,"05-Dec-09","Playa Esmeralda","Dominican Republic",19.022,-68.9799,2,"Bleaching (% of population)",0,"ERG138",6.495,301.0075,1615741.52219197,255616.900218725,38747.1671514511,"MPA",2004,1476153.73648371,217700.333403036,30397.4407580197
"8837",2009,"14-Apr-09","PortoMari Transect 3","Netherlands Antilles",12.2181,-69.0866,10,"Bleaching (% of population)",0,"ERG137",0,299.3,280633.572683729,148017.925165534,117373.986845762,"Non MPA",NA,284820.85571377,145749.768730685,113752.842748341
"8838",2009,"13-Oct-09","PortoMari Transect 3","Netherlands Antilles",12.2181,-69.0866,10,"Bleaching (% of population)",0,"ERG137",2.58,301.49,280633.572683729,148017.925165534,117373.986845762,"Non MPA",NA,284820.85571377,145749.768730685,113752.842748341
"8846",2009,"09-Apr-09","PortoMari Transect 2","Netherlands Antilles",12.2186,-69.0872,6,"Bleaching (% of population)",0,"ERG137",0,299.3,280715.005468763,148017.925165534,117373.986845762,"Non MPA",NA,285009.98487322,145749.768730685,112886.741368947
"8847",2009,"12-Oct-09","PortoMari Transect 2","Netherlands Antilles",12.2186,-69.0872,6,"Bleaching (% of population)",0,"ERG137",2.58,301.49,280715.005468763,148017.925165534,117373.986845762,"Non MPA",NA,285009.98487322,145749.768730685,112886.741368947
"8859",2009,"06-Dec-09","Miches Bay","Dominican Republic",19.0003,-69.0381,3.3,"Bleaching (% of population)",40,"ERG138",7.82,301.2,2211590.3421993,297473.139653921,41528.7143468857,"MPA",2004,2033575.13626732,243649.316746995,38985.4723153412
"8860",2009,"06-Dec-09","Media Luna","Dominican Republic",19.0465,-69.0458,3.3,"Bleaching (% of population)",40,"ERG138",9.64,301.51,2079198.12689874,249902.808309317,32855.8380041122,"MPA",2004,1814871.72376625,208647.200076029,28887.8960824311
"8864",2009,"06-Dec-09","Media Luna West","Dominican Republic",19.0591,-69.0808,2,"Bleaching (% of population)",10,"ERG138",4.8,301.33,2140327.19394585,253955.034879148,33900.0803747177,"MPA",2004,2069404.14069092,212122.192344978,30891.489077419
"8865",2009,"17-Jan-09","La Boya","Dominican Republic",18.4249,-69.6825,16,"Bleaching (% of population)",0,"ERG138",0,299.155,5528302.29115388,4086701.51083374,1479996.29412842,"MPA",1986,5436713.82366953,4018546.90955329,1482395.27634096
"8866",2009,"03-Nov-09","La Boya","Dominican Republic",18.4249,-69.6825,20.7,"Bleaching (% of population)",0,"ERG138",1.065,302.3125,5528302.29115388,4086701.51083374,1479996.29412842,"MPA",1986,5436713.82366953,4018546.90955329,1482395.27634096
"8880",2009,"21-Feb-09","Bahamas","Dominican Republic",18.4411,-69.6941,18,"Bleaching (% of population)",10,"ERG138",0,298.795,5562727.68207261,4108399.60543823,1489668.68353271,"MPA",1986,5473713.00502803,4047909.50431657,1714659.33038759
"8881",2009,"17-May-09","Bahamas","Dominican Republic",18.4411,-69.6941,14,"Bleaching (% of population)",2,"ERG138",0,299.9175,5562727.68207261,4108399.60543823,1489668.68353271,"MPA",1986,5473713.00502803,4047909.50431657,1714659.33038759
"8889",2009,"07-Apr-09","PortoMari Transect 1","Netherlands Antilles",12.2186,-69.0875,12,"Bleaching (% of population)",0,"ERG137",0,299.24,280715.005468763,148017.925165534,117373.986845762,"Non MPA",NA,285067.480059072,145749.768730685,111967.819799122
"8890",2009,"14-Oct-09","PortoMari Transect 1","Netherlands Antilles",12.2186,-69.0875,12,"Bleaching (% of population)",0,"ERG137",2.58,301.88,280715.005468763,148017.925165534,117373.986845762,"Non MPA",NA,285067.480059072,145749.768730685,111967.819799122
"8909",2009,"24-Jun-09","Mangel Halto","Aruba",12.4628,-69.9711,10,"Bleaching (% of population)",0,"ERG137",1.27,300.4525,428211.975774242,116532.371357918,101484.486042976,"Non MPA",NA,422727.01955237,108231.75517112,100200.182424642
"8949",2009,"13-Jun-09","Iberostar","Dominican Republic",19.7803,-70.6505,5,"Bleaching (% of population)",0,"ERG138",0,300.8725,2875253.43110877,1569930.82333374,287240.118034363,"Non MPA",NA,2864230.65867874,1553138.55737555,256561.532511413
"8976",2009,"26-Sep-09","Coral Gardens","Turks & Caicos",21.7859,-72.205,4,"Bleaching (% of population)",0,"ERG141",0.376666666666667,302.76,23793.9895764456,22416.8972055297,21315.5113277435,"MPA",1992,22633.4441363164,21305.9668342387,20166.3862647507
"9054",2009,"17-Jun-09","Monkey Island East","Jamaica",18.1747,-76.3874,7,"Bleaching (% of population)",0,"ERG139",0,303.35,1719211.23831828,794187.541939184,82943.4103360847,"Non MPA",NA,1734660.63226859,760774.978330251,67859.739151001
"9059",2009,"17-Jun-09","Navy Island","Jamaica",18.1917,-76.4546,7,"Bleaching (% of population)",0,"ERG139",0,303.015,1814991.32652362,929586.096713731,114169.380795069,"Non MPA",NA,1822986.88635099,924159.132256374,76566.7561097145
"9067",2009,"24-Jun-09","Jack's Bay","Jamaica",18.2941,-76.7907,4,"Bleaching (% of population)",0,"ERG139",0,300.896666666667,2189455.71515293,1431021.24956948,334388.601547241,"Non MPA",NA,2187448.2697114,1405335.7409929,196726.124014258
"9070",2009,"24-Jun-09","Long Hole","Jamaica",18.3004,-76.7933,8,"Bleaching (% of population)",0,"ERG139",0,300.896666666667,2189455.71515293,1430599.88784463,338061.656234741,"Non MPA",NA,2189162.07385674,1399220.24834955,185443.011989951
"9073",2009,"19-May-09","Maiden Cay","Jamaica",17.9088,-76.8124,11,"Bleaching (% of population)",0,"ERG139",0,299.7,2184426.86169834,1514077.95837954,790101.506362915,"MPA",2005,2193153.90313854,1527972.25950125,966339.456809044
"9082",2009,"20-May-09","Lime Cay","Jamaica",17.9196,-76.8189,6,"Bleaching (% of population)",4,"ERG139",0,300.92,2190424.1414835,1537716.95044551,814035.830581665,"MPA",2005,2199655.36853805,1543735.74209622,976420.392875195
"9083",2009,"20-May-09","Lime Cay","Jamaica",17.9196,-76.8189,8,"Bleaching (% of population)",4,"ERG139",0,300.92,2190424.1414835,1537716.95044551,814035.830581665,"MPA",2005,2199655.36853805,1543735.74209622,976420.392875195
"9088",2009,"27-May-09","Drunkenman's Cay","Jamaica",17.9019,-76.8459,5,"Bleaching (% of population)",0,"ERG139",0,300.97,2209962.05700321,1535475.12483194,798613.29864502,"MPA",2005,2213008.88434592,1532877.21029785,973700.399579763
"9089",2009,"27-May-09","Drunkenman's Cay","Jamaica",17.9019,-76.8459,9,"Bleaching (% of population)",0,"ERG139",0,300.97,2209962.05700321,1535475.12483194,798613.29864502,"MPA",2005,2213008.88434592,1532877.21029785,973700.399579763
"9097",2009,"08-Sep-09","Wreck Reef","Jamaica",17.8323,-76.9222,5,"Bleaching (% of population)",0,"ERG139",0.2575,303.3425,2237224.4739249,1491603.73506907,358118.47006014,"MPA",1999,2231606.92965212,1467583.03382149,687292.358835235
"9127",2009,"15-Feb-09","Channel Edge, Boscobel","Jamaica",18.4123,-76.9927,11,"Bleaching (% of population)",0,"ERG139",0,300.003333333333,2454888.17295871,1087663.18544006,158260.417404175,"Non MPA",NA,2441261.61983228,1023090.78210104,169784.09515202
"9134",2009,"28-Aug-09","Pigeon Island West","Jamaica",17.7947,-77.0772,4,"Bleaching (% of population)",1,"ERG139",2.33,303.23,2351515.03194461,1383497.91272715,232019.91842249,"MPA",1999,2294528.25406553,1449833.4453297,313822.515302569
"9140",2009,"09-Aug-09","Big Pelican West","Jamaica",17.7989,-77.0198,4,"Bleaching (% of population)",0,"ERG139",0,302.45,2290761.43038211,1469720.09865549,254514.025544912,"MPA",1999,2263369.15268661,1451081.40813592,355903.205688864
"9148",2009,"07-Nov-09","Pear Tree Bottom","Jamaica",18.4636,-77.3573,5,"Bleaching (% of population)",40,"ERG139",2.36,301.81,2562782.1448881,697590.686237335,122704.46919632,"Non MPA",NA,2528098.78058627,561063.337257385,141497.330245972
"9149",2009,"07-Nov-09","Pear Tree Bottom","Jamaica",18.4636,-77.3573,9,"Bleaching (% of population)",40,"ERG139",2.36,301.81,2562782.1448881,697590.686237335,122704.46919632,"Non MPA",NA,2528098.78058627,561063.337257385,141497.330245972
"9159",2009,"08-Nov-09","Dairy Bull","Jamaica",18.4679,-77.3885,9,"Bleaching (% of population)",35,"ERG139",3.75,301.66,2553947.43632334,693407.337848663,118398.712116241,"Non MPA",NA,2525420.59912303,553465.669140816,138343.949100494
